id_puesto,titulo_puesto,descripcion_puesto,area_del_puesto,modalidad_de_trabajo,horas_semanales,fecha_inicio,duracion_del_puesto,sueldo_aproximado
PSTSIS007,Soporte de redes FTTH,"Gestión y diagnóstico de incidencias en redes de fibra óptica.",Redes de Telecomunicaciones,Presencial,40,2025-08-12,20,1600
PSTSIS008,Ingeniero DevOps junior,"Automatización de pipelines CI/CD y administración de contenedores.",DevOps,Híbrido,35,2025-08-18,22,1750
PSTSIS009,Consultor de sistemas empresariales,"Implementación de ERP y formación a usuarios en empresa financiera.",ERP/CRM,Presencial,40,2025-08-25,24,1800
PSTSIS010,Ingeniero de soporte TI corporativo,"Gestión integral de incidencias y desastres en sistemas empresariales.",Soporte TI,Remoto,35,2025-09-01,24,1700
PSTMEC001,Ingeniero de integración IoT,"Instalación y programación de sensores y actuadores en plantas de producción.",IoT Industrial,Presencial,40,2025-08-01,24,1700
PSTMEC002,Ingeniero de mantenimiento mecánico,"Supervisión y ejecución en mantenimiento preventivo de maquinaria pesada.",Mantenimiento Automotriz,Presencial,40,2025-08-15,20,1650
PSTMEC003,Desarrollador de sistemas de control,"Implementación de controladores PLC/SCADA para procesos automatizados.",Automatización Industrial,Híbrido,35,2025-08-10,22,1750
PSTMEC004,Ingeniero en robótica aplicada,"Diseño y puesta en marcha de brazos robóticos en líneas de ensamblaje.",Robótica,Presencial,40,2025-08-20,24,1800
PSTMEC005,Ingeniero de diseño mecánico 3D,"Modelado de piezas y prototipos mecánicos con CAD para impresión rápida.",Diseño Mecánico,Remoto,30,2025-09-01,20,1600
PSTMEC006,Especialista en visión artificial,"Implementación de sistemas de inspección automática con cámaras y visión por computadora.",Visión por Computador,Presencial,35,2025-08-18,22,1750
PSTMEC007,Ingeniero de pruebas funcionales,"Validación de prototipos electrónicos y mecánicos en banco de pruebas.",Testing,Presencial,35,2025-08-25,20,1650
PSTMEC008,Ingeniero de firmware embebido,"Desarrollo de firmware para microcontroladores en sistemas móviles.",Sistemas Embebidos,Remoto,30,2025-08-08,22,1700
PSTMEC009,Ingeniero en control de calidad,"Aplicación de normas ASTM/NTP en prototipos y líneas de producción mecánicas.",Control de Calidad,Híbrido,35,2025-08-12,18,1600
PSTMEC010,Ingeniero de proyectos electromecánicos,"Coordinación técnica de equipos multidisciplinares en automatización.",Gestión de Proyectos Electromecánicos,Presencial,40,2025-09-01,24,1800
PSTER001,Ingeniero de proyectos solares,"Planificación y supervisión de instalación de plantas fotovoltaicas.",Proyectos Fotovoltaicos,Híbrido,40,2025-08-01,24,1800
PSTER002,Ingeniero en mantenimiento eólico,"Monitoreo y mantenimiento de aerogeneradores.",Mantenimiento Eólico,Presencial,40,2025-08-15,20,1750
PSTER003,Especialista en eficiencia energética,"Auditoría de sistemas y propuesta de mejora en edificios.",Eficiencia Energética,Remoto,30,2025-08-10,20,1650
PSTER004,Ingeniero de subestaciones renovables,"Diseño y supervisión de subestaciones para plantas renovables.",Subestaciones,Híbrido,35,2025-08-20,22,1750
PSTER005,Coordinador de seguridad HSE renovables,"Control de seguridad en parques eólicos y solares.",Seguridad Industrial,Presencial,40,2025-09-01,24,1800
PSTER006,Ingeniero en sistemas de almacenamiento,"Implementación de baterías y sistemas híbridos de generación.",Almacenamiento de Energía,Presencial,35,2025-08-18,22,1700
PSTER007,Analista de recursos renovables,"Pronóstico y análisis de viento y radiación para dimensionar proyectos.",Análisis de Recursos,Remoto,30,2025-08-25,20,1650
PSTER008,Ingeniero de planta renovable,"Operación y optimización de planta solar con SCADA.",Operación de Planta,Híbrido,40,2025-08-08,24,1800
PSTER009,Ingeniero de comisionamiento eólico,"Pruebas finales y puesta en marcha de parque eólico.",Comisionamiento,Presencial,40,2025-08-12,22,1750
PSTER010,Ingeniero comercial renovables,"Venta técnica de soluciones renovables y atención a clientes.",Comercialización Técnica,Híbrido,30,2025-09-01,24,1650
PSTGEO001,Geólogo de Exploraciones Junior,"Cartografiado geológico, toma de muestras y supervisión de sondajes.",Exploración Minerometalúrgica,Presencial,40,2025-08-01,24,2500
PSTGEO002,Ingeniero Geomécanico,"Caracterización geomecánica del macizo rocoso y análisis numérico.",Geotecnia,Presencial,40,2025-08-15,24,2200
PSTGEO003,Geólogo de Mina,"Interpretación geológica interior mina y apoyo en bases de datos geológicos.",Geología de Minas,Presencial,40,2025-08-10,24,2300
PSTGEO004,Especialista HSE en Geología,"Implementación de sistemas de seguridad y medio ambiente en faenas.",Seguridad y Ambiente,Presencial,40,2025-08-20,24,2000
PSTGEO005,Supervisor de Geotecnia,"Control de estabilidad y monitoreo en cortes y taludes.",Geotecnia,Presencial,40,2025-09-01,24,2400
PSTGEO006,Analista de Costos Geológicos,"Estimación de costos y productividad en proyectos de exploración.",Planificación y Costos,Remoto,30,2025-08-05,20,2100
PSTGEO007,Geólogo Hidrogeológico,"Estudios de flujo subterráneo y diseño de pozos de agua.",Hidrogeología,Híbrido,35,2025-08-25,24,2300
PSTGEO008,Geólogo de Campo Senior,"Ejecuta mapeo geológico y supervisión de personal en áreas remotas.",Trabajos de Campo,Presencial,40,2025-08-18,24,2600
PSTGEO009,Coordinador de Exploraciones,"Gestión de cronogramas, presupuestos y contratos con proveedores.",Gestión de Proyectos,Híbrido,40,2025-08-22,24,2700
PSTGEO010,Geólogo WellSite Petrolero,"Apoyo en monitoreo geológico de perforación de pozos.",Sector Hidrocarburos,Presencial,40,2025-08-08,24,2400
PSTMIN001,Ingeniero de Mina Jefe,"Planificación y supervisión de operaciones en yacimientos subterráneos.",Operaciones Mineras,Presencial,45,2025-08-01,36,3500
PSTMIN002,Ingeniero de Perforación y Tronadura,"Programación de voladuras y control de perforación.",Tecnología Minera,Presencial,45,2025-08-15,24,3200
PSTMIN003,Ingeniero de Seguridad Minera,"Implementación de normas HSE y evaluaciones de riesgo.",Seguridad y Salud Ocupacional,Presencial,40,2025-08-10,24,3100
PSTMIN004,Jefe de Operaciones Mineras,"Coordinación de contratistas y logística de operación.",Gestión de Operaciones,Presencial,45,2025-09-01,36,3600
PSTMIN005,Ingeniero de Planificación Minera,"Modelamiento digital y programación de movimientos de tierra.",Planificación,Remoto,35,2025-08-05,24,3300
PSTMIN006,Supervisor de Procesos,"Control de molienda, flotación y transporte mineral.",Procesamiento de Minerales,Presencial,40,2025-08-20,24,3200
PSTMIN007,Ingeniero de Ventilación de Minas,"Diseño de sistemas de ventilación en mina subterránea.",Ingeniería de Ventilación,Presencial,40,2025-08-18,24,3000
PSTMIN008,Ingeniero de Costos Mineros,"Estimación de costos CAPEX/OPEX y análisis financiero.",Costos y Presupuestos,Remoto,30,2025-08-22,24,3200
PSTMIN009,Ingeniero de Comunicaciones en Faena,"Implementación de redes de telecomunicaciones en sitio minero.",Telecomunicaciones Mineras,Híbrido,35,2025-08-08,24,3100
PSTMIN010,Ingeniero de Cierre de Mina,"Planificación de rehabilitación y cierre ambiental de mina.",Ingeniería Ambiental Minera,Presencial,40,2025-08-12,24,3150
PSTGEOF001,Geofísico de Campo,"Operación de sísmica superficial y procesamiento de datos en sitio.",Prospección Geofísica,Presencial,45,2025-08-01,24,2800
PSTGEOF002,Geofísico en Hidrocarburos,"Interpretación de datos sísmicos 2D/3D para exploración petrolera.",Exploración Petrolera,Presencial,45,2025-08-15,24,3000
PSTGEOF003,Analista de datos geofísicos,"Procesamiento de registros GPR y sísmica en gabinete.",Procesamiento de Datos Remoto,Remoto,35,2025-08-10,24,2700
PSTGEOF004,Geofísico de Prospección,"Localización de recursos usando magnetometría y gravimetría.",Minería,Presencial,40,2025-09-01,24,2900
PSTGEOF005,Geofísico Sismológico,"Monitoreo sísmico y análisis de riesgos en zonas volcánicas.",Gestión de Riesgos Geológicos,Presencial,40,2025-08-05,24,2850
PSTGEOF006,Geofísico Offshore,"Perfiles sísmicos en subsuelo marino y análisis geotécnico.",Exploración Marina,Presencial,45,2025-08-20,24,3100
PSTGEOF007,Consultor de Geofísica Ambiental,"Estudios supresivos con GPR para detección de contaminantes.",Geofísica Ambiental,Híbrido,35,2025-08-18,24,2650
PSTGEOF008,Ingeniero de Geodesia,"Estaciones GNSS y levantamientos de precisión para estudios geológicos.",Geodesia,Presencial,40,2025-08-22,24,2750
PSTGEOF009,Geofísico en Energías Renovables,"Evaluación geofísica para construcción de infraestructuras y recolección de viento.",Ingeniería de Recursos Naturales,Remoto,30,2025-08-08,24,2600
PSTGEOF010,Programador de Procesamiento Geofísico,"Desarrollo de algoritmos en Python/MATLAB para procesamiento sísmico.",Desarrollo de Software Geofísico,Remoto,35,2025-08-12,24,2800
PSTGEO001,Geólogo Junior de Exploraciones,"Cartografía geológica, toma de muestras y supervisión en sondajes.",Exploración Minerometalúrgica,Presencial,40,2025-08-01,24,2500
PSTGEO002,Ingeniero Geomécanico,"Caracterización geomecánica de macizo rocoso y estabilidad de taludes.",Geotecnia,Presencial,40,2025-08-15,24,2200
PSTGEO003,Geólogo de Mina,"Interpretación geológica dentro de mina y gestión de bases de datos.",Geología de Minas,Presencial,40,2025-08-10,24,2300
PSTGEO004,Especialista HSE Geológico,"Implementación de protocolos de seguridad y medio ambiente en faena.",Seguridad y Ambiente,Presencial,40,2025-08-20,24,2000
PSTGEO005,Supervisor de Geotecnia,"Monitoreo de estabilidad en cortes rocosos y estructuras.",Geotecnia,Presencial,40,2025-09-01,24,2400
PSTGEO006,Analista de Costos Geológicos,"Estimación de costos y rendimientos en programas de exploración.",Planificación y Costos,Remoto,30,2025-08-05,20,2100
PSTGEO007,Geólogo Hidrogeológico,"Estudios de flujo subterráneo y diseño de pozos de agua.",Hidrogeología,Híbrido,35,2025-08-25,24,2300
PSTGEO008,Geólogo de Campo Senior,"Supervisión de personal y mapeo en terreno difícil.",Trabajos de Campo,Presencial,40,2025-08-18,24,2600
PSTGEO009,Coordinador de Exploraciones,"Gestión de cronogramas, presupuestos y contratistas.",Gestión de Proyectos,Híbrido,40,2025-08-22,24,2700
PSTGEO010,Geólogo Wellsite Petrolero,"Seguimiento geológico durante perforación de pozos.",Sector Hidrocarburos,Presencial,40,2025-08-08,24,2400
PSTADM001,Administrador Junior,"Gestionar recursos humanos, compras y control administrativo.",Administración General,Presencial,40,2025-08-01,24,1700
PSTADM002,Analista de Negocios Junior,"Análisis de procesos y apoyo en toma de decisiones estratégicas.",Business Intelligence,Híbrido,35,2025-08-10,20,1600
PSTADM003,Coordinador Académico Junior,"Planificación y supervisión de actividades formativas en instituto.",Educación Corporativa,Presencial,40,2025-08-05,22,1500
PSTADM004,Supervisor de Personal,"Control de personal y meditación de KPIs operativos.",Gestión de RRHH,Presencial,40,2025-08-15,24,1800
PSTADM005,Administrador de Tienda,"Gestión de stock, atención al cliente y equipo de ventas.",Retail,Presencial,40,2025-08-20,24,1600
PSTADM006,Formador en Administración,"Diseño y dictado de cursos de gestión empresarial.",Capacitación y Formación,Presencial,20,2025-09-01,12,1400
PSTADM007,Asistente Personal Ejecutivo,"Gestión de agenda, comunicación y logística para dirección.",Asistencia Ejecutiva,Presencial,40,2025-08-12,24,1500
PSTADM008,Administrador de Estación,"Gestión operativa y control administrativo de estación logística.",Operaciones,Presencial,40,2025-08-18,24,1650
PSTADM009,Analista Comercial,"Monitoreo de ventas, análisis de mercado y apoyo en estrategia.",Comercialización,Híbrido,35,2025-08-25,20,1550
PSTADM010,Administrador de Recursos Humanos,"Gestión de planillas, compensaciones y clima laboral.",RRHH,Remoto,35,2025-09-01,24,1700
PSTCON001,Contador Junior (San Borja),"Conciliación bancaria, registro de facturas e impuestos.",Contabilidad General,Presencial,40,2025-08-01,24,2000
PSTCON002,Analista de Tributación Junior,"Preparación y presentación de declaraciones de impuestos indirectos.",Tributación,Presencial,40,2025-08-10,18,2100
PSTCON003,Asistente Contable Part‑time,"Registro contable básico y apoyo en cierres mensuales.",Contabilidad,Presencial,20,2025-08-05,12,1130
PSTCON004,Analista Contable Junior (Arequipa),"Elaboración de reportes financieros y análisis de cuentas.",Contabilidad Financiera,Presencial,40,2025-08-15,24,2000
PSTCON005,Control Documentario Junior,"Gestión documental de proyectos de ingeniería y reportes.",Control Documentario,Híbrido,35,2025-08-20,24,1800
PSTCON006,Contador Financiero Junior,"Lleva registro de compras, ventas, conciliación y cierre contable.",Finanzas,Presencial,40,2025-08-22,24,2000
PSTCON007,Contador Junior – Gestión de Impuestos,"Preparación de declaraciones y retenciones para PYMES.",Impuestos,Remoto,35,2025-08-18,24,1900
PSTCON008,Asistente Contable (Victor Dou),"Registro de comprobantes y manejo de software contable.",Contabilidad Electrónica,Presencial,30,2025-08-25,24,1130
PSTCON009,Analista Junior de Activos Fijos,"Control de activos, depreciaciones y reportes contables.",Activos Fijos,Presencial,40,2025-09-01,24,2000
PSTCON010,Contador Junior Innovador (Remote),"Apoyo contable y financiero con sistemas ERP modernos.",ERP/Contabilidad,Remoto,35,2025-08-12,24,1950
PSTECO001,Economista Junior de Políticas Públicas,"Análisis de impacto tributario y evaluación de iniciativas normativas.",Sector Público,Presencial,40,2025-08-01,24,5000
PSTECO002,Analista Económico de Mercado,"Investigación y pronóstico de precios y demanda en sectores industriales.",Consultoría Económica,Remoto,35,2025-08-15,20,4800
PSTECO003,Consultor Junior en Desarrollo Regional,"Estudios de viabilidad económica para proyectos municipales.",Desarrollo Local,Híbrido,30,2025-08-10,18,4700
PSTECO004,Economista de Riesgos Macroeconómicos,"Modelado de escenarios económicos para entidades financieras.",Banca,Remoto,35,2025-08-20,22,5200
PSTECO005,Economista de Comercio Exterior,"Estudios arancelarios y acuerdos comerciales.",Sector Exportador,Presencial,40,2025-09-01,24,5100
PSTECO006,Analista en Econometría,"Aplicación de modelos econométricos a bases de datos de encuestas.",Investigación Académica,Híbrido,30,2025-08-05,20,4900
PSTECO007,Economista Ambiental,"Evaluación económica de proyectos sostenibles y compensaciones ambientales.",Consultoría Ambiental,Remoto,30,2025-08-25,22,5000
PSTECO008,Analista de Transporte Urbano,"Economicfósis en rutas y tarifas para transporte público.",Sector Transporte,Presencial,40,2025-08-18,24,4950
PSTECO009,Especialista en Desarrollo Económico Local,"Proyectos de presupuesto participativo y proyección de ingresos municipales.",Sector Público,Híbrido,35,2025-08-22,24,5000
PSTECO010,Economic Advisor Start‑up,"Asesoría económica y financiera para nuevas empresas tecnológicas.",Emprendimiento,Remoto,30,2025-08-08,20,4800
PSTFIN001,Analista Financiero Junior,"Análisis de estados financieros, proyección y control presupuestal.",Finanzas Corporativas,Presencial,40,2025-08-01,24,3500
PSTFIN002,Analista de Tesorería,"Gestión de flujo de caja y planificación de pagos y cobranzas.",Tesorería,Híbrido,35,2025-08-15,20,3400
PSTFIN003,Especialista en Planeamiento y Control,"Elaboración de presupuestos anuales y seguimiento de desviaciones.",Planeamiento Financiero,Remoto,35,2025-08-10,22,3600
PSTFIN004,Analista de Inversiones,"Evaluación de proyectos y análisis de rentabilidad financiera.",Inversiones,Presencial,40,2025-08-20,24,3700
PSTFIN005,Analista de Riesgos Financieros,"Modelado de escenarios y medición de riesgo de mercado.",Riesgos Financieros,Remoto,35,2025-09-01,24,3800
PSTFIN006,Analista de Portafolio de Inversiones,"Monitoreo de portafolios y reporte de desempeño estratégico.",Gestión de Portafolio,Híbrido,35,2025-08-05,20,3800
PSTFIN007,Analista de Crédito,"Estudio de solvencia y análisis crediticio para otorgamiento de créditos.",Crédito Bancario,Presencial,40,2025-08-25,24,3600
PSTFIN008,Analista de Control de Gestión,"Indicadores financieros y operacionales para mejora de performance.",Control de Gestión,Remoto,35,2025-08-18,24,3500
PSTFIN009,Asesor Financiero Corporativo,"Revisión de inversiones, estructura de capital y fortalecimiento corporativo.",Asesoría Financiera,Híbrido,35,2025-08-22,24,3700
PSTFIN010,Especialista en Cumplimiento Financiero,"Monitoreo de regulación y preparación de reportes regulatorios.",Compliance Financiero,Remoto,30,2025-08-08,24,3600
PSTNIN001,Analista de Negocios Internacionales,"Identificación de oportunidades de exportación y estudios de mercado.",Comercio Exterior,Remoto,35,2025-08-01,24,4500
PSTNIN002,Coordinador de Exportaciones,"Logística internacional y gestión documental aduanera.",Logística Internacional,Presencial,40,2025-08-15,24,4400
PSTNIN003,Asesor Comercial Internacional,"Ventas y desarrollo de nuevos mercados en región LATAM.",Ventas Internacionales,Híbrido,35,2025-08-10,24,4600
PSTNIN004,Analista de Comercio Exterior,"Aranceles, clasificación de mercancías y negociación con proveedores.",Regulación Aduanera,Remoto,30,2025-08-20,24,4450
PSTNIN005,Especialista en Market Intelligence Internacional,"Análisis competitivo y tendencias del mercado global.",Inteligencia de Mercado,Remoto,30,2025-09-01,20,4550
PSTNIN006,Gerente de Cuentas Internacionales,"Gestión de clientes y coordinación logística para importaciones.",Gestión de Clientes,Presencial,40,2025-08-05,24,4800
PSTNIN007,Project Manager de Comercio Exterior,"Implementación de proyectos de internacionalización de PYMES.",Gestión de Proyectos Internacionales,Híbrido,35,2025-08-25,24,4700
PSTNIN008,Analista de Operaciones Globales,"Optimización de rutas, costos y aduanas en cadena global.",Operaciones Internacionales,Remoto,35,2025-08-18,24,4500
PSTNIN009,Consultor de Estrategia Internacional,"Diagnóstico y diseño de estrategia para expansión global.",Consultoría Estratégica,Híbrido,30,2025-08-22,24,4650
PSTNIN010,Coordinador de Comercio Digital Internacional,"Desarrollo de plataformas B2B y e-commerce internacional.",E-commerce Internacional,Remoto,30,2025-08-08,24,4550
PSTGP001,Ingeniero de Proyectos Junior,"Coordinación de actividades con contratistas y seguimiento de cronogramas.",Ingeniería de Proyectos,Presencial,40,2025-08-01,24,3500
PSTGP002,Coordinador de Proyectos TI,"Gestión de recursos y avance de proyectos de software.",Tecnología de Proyectos,Híbrido,35,2025-08-15,20,3300
PSTGP003,Especialista en Control de Costos,"Monitoreo de presupuesto y reportes financieros en proyectos.",Finanzas de Proyectos,Remoto,30,2025-08-05,20,3400
PSTGP004,Project Manager de Infraestructura,"Supervisión técnica y logística de obras civiles.",Construcción de Proyectos,Presencial,45,2025-08-10,24,4000
PSTGP005,Analista de Gestión de Proyectos,"Indicadores de avance, riesgos y planeamiento estratégico.",PMO,Híbrido,35,2025-08-20,24,3400
PSTGP006,Asistente de Oficina Técnica,"Apoyo en documentación técnica y coordinación con stakeholders.",Documentación de Proyectos,Presencial,40,2025-08-25,18,3200
PSTGP007,Consultor de Metodologías Ágiles,"Implementación de Scrum/Kanban y educación de equipos.",Agile Coaching,Remoto,30,2025-09-01,20,3600
PSTGP008,Gestor de Proyectos Sustentables,"Planificación de hitos medioambientales y permisos HSE.",Proyectos Sostenibles,Híbrido,35,2025-08-12,24,3500
PSTGP009,Analista de Riesgos de Proyectos,"Evaluación de riesgos y proyecciones escenario en proyectos.",Gestión de Riesgos,Remoto,30,2025-08-18,20,3300
PSTGP010,Ingeniero de Cronograma,"Desarrollo y actualización de cronogramas en MS Project y Primavera.",Planificación de Proyectos,Presencial,40,2025-08-22,24,3600
PSTRH001,Analista de Recursos Humanos,"Procesos de selección, contratos y actualización de legajos.",Operaciones de RRHH,Presencial,40,2025-08-01,24,3200
PSTRH002,Especialista en Nóminas y Beneficios,"Gestión de planillas, seguros y beneficios corporativos.",Remuneraciones,Híbrido,35,2025-08-10,24,3300
PSTRH003,Analista de Clima Laboral,"Encuestas de satisfacción y programas de bienestar .",Clima Organizacional,Remoto,30,2025-08-05,20,3100
PSTRH004,Coordinador de Reclutamiento,"Publicación de vacantes y entrevistas a candidatos.",Atracción de Talento,Presencial,40,2025-08-15,24,3400
PSTRH005,Analista de Formación y Desarrollo,"Diseño y seguimiento de planes de capacitación.",Desarrollo Organizacional,Híbrido,35,2025-08-20,24,3250
PSTRH006,Gestor de Relaciones Laborales,"Negociación con sindicatos y resolución de conflictos.",Relaciones Laborales,Presencial,40,2025-09-01,24,3500
PSTRH007,Especialista en Salud Ocupacional,"Implementación de políticas SST y coordinación de exámenes.",SST,Presencial,40,2025-08-12,24,3450
PSTRH008,Analista de Indicadores de RRHH,"Reportes en Excel/Power BI sobre KPIs de personal.",Analítica de RRHH,Remoto,30,2025-08-18,20,3300
PSTRH009,Consultor Junior de HR Business Partner,"Soporte a gerencias con métricas, procesos y proyectos de personal.",HRBP,Híbrido,35,2025-08-22,24,3500
PSTRH010,Coordinador de Onboarding,"Desarrollo de programa de integración de nuevos colaboradores.",Integración,Presencial,40,2025-08-08,20,3150
PSTGP001,Ingeniero de Proyectos Junior,"Coordinación de actividades con contratistas y seguimiento de cronogramas.",Ingeniería de Proyectos,Presencial,40,2025-08-01,24,3500
PSTGP002,Coordinador de Proyectos TI,"Gestión de recursos y avance de proyectos de software.",Tecnología de Proyectos,Híbrido,35,2025-08-15,20,3300
PSTGP003,Especialista en Control de Costos,"Monitoreo de presupuesto y reportes financieros en proyectos.",Finanzas de Proyectos,Remoto,30,2025-08-05,20,3400
PSTGP004,Project Manager de Infraestructura,"Supervisión técnica y logística de obras civiles.",Construcción de Proyectos,Presencial,45,2025-08-10,24,4000
PSTGP005,Analista de Gestión de Proyectos,"Indicadores de avance, riesgos y planeamiento estratégico.",PMO,Híbrido,35,2025-08-20,24,3400
PSTGP006,Asistente de Oficina Técnica,"Apoyo en documentación técnica y coordinación con stakeholders.",Documentación de Proyectos,Presencial,40,2025-08-25,18,3200
PSTGP007,Consultor de Metodologías Ágiles,"Implementación de Scrum/Kanban y educación de equipos.",Agile Coaching,Remoto,30,2025-09-01,20,3600
PSTGP008,Gestor de Proyectos Sustentables,"Planificación de hitos medioambientales y permisos HSE.",Proyectos Sostenibles,Híbrido,35,2025-08-12,24,3500
PSTGP009,Analista de Riesgos de Proyectos,"Evaluación de riesgos y proyecciones escenario en proyectos.",Gestión de Riesgos,Remoto,30,2025-08-18,20,3300
PSTGP010,Ingeniero de Cronograma,"Desarrollo y actualización de cronogramas en MS Project y Primavera.",Planificación de Proyectos,Presencial,40,2025-08-22,24,3600
PSTBS001,Analista de Banca Corporativa,"Evaluación de crédito y atención a grandes empresas.",Banca Corporativa,Presencial,40,2025-08-01,24,3400
PSTBS002,Analista de Riesgos de Crédito,"Modelamiento de riesgo y análisis de cartera.",Gestión de Riesgo,Remoto,35,2025-08-15,24,3600
PSTBS003,Analista de Seguros Vida,"Revisión de pólizas, emisión y atención a clientes.",Seguros de Vida,Presencial,40,2025-08-10,24,3500
PSTBS004,Ejecutivo de Banca PYME,"Asesoría financiera y mantenimiento de cartera PYME.",Ventas Banca,Presencial,40,2025-08-20,24,3700
PSTBS005,Coordinador de Recuperaciones,"Gestión de cobranzas y renegociación de deudas.",Cobranzas,Híbrido,35,2025-09-01,24,3300
PSTBS006,Analista de Compliance Financiero,"Monitoreo de regulaciones y elaboración de reportes.",Regulación Financiera,Remoto,30,2025-08-12,24,3400
PSTBS007,Especialista en Planeamiento Financiero,"Proyecciones y presupuesto de cartera de seguros.",Planeamiento Estratégico,Híbrido,35,2025-08-18,24,3600
PSTBS008,Analista de Inteligencia de Mercado Banca,"Análisis de tendencias y comportamiento de clientes.",BI Bancario,Remoto,30,2025-08-22,24,3500
PSTBS009,Ejecutivo de Banca de Inversión Junior,"Apoyo en emisión de bonos y asesoría financiera.",Inversiones Bancarias,Presencial,40,2025-08-08,24,3800
PSTBS010,Gestor de Siniestros,"Atención y liquidación de reclamos en seguros generales.",Seguros Generales,Presencial,40,2025-08-25,24,3450
PSTGPB001,Asesor en Contrataciones Estatales,"Elaboración de bases y procedimientos para licitaciones públicas.",Contrataciones Públicas,Presencial,40,2025-08-01,24,6500
PSTGPB002,Especialista en Planificación Pública,"Ejecución y monitoreo del presupuesto público y obras sociales.",Planificación y Presupuesto,Presencial,40,2025-08-10,24,7200
PSTGPB003,Analista de Inversión Pública,"Formulación y evaluación de proyectos bajo SNIP y SIGEN.",Inversión Pública,Remoto,35,2025-08-15,24,6000
PSTGPB004,Gestor de Modernización del Estado,"Implementación de plataformas digitales y servicios en línea.",Modernización Estatal,Híbrido,35,2025-09-01,24,6800
PSTGPB005,Coordinador de proyectos municipales,"Gestión de servicios públicos y ejecución de proyectos locales.",Gestión Local,Presencial,40,2025-08-05,24,5500
PSTGPB006,Analista de Procesos Gubernamentales,"Optimización y documentación de procedimientos administrativos.",Gestión de Procesos,Remoto,30,2025-08-20,20,5300
PSTGPB007,Especialista en Regulación Pública,"Elaboración y seguimiento de normativas sectoriales.",Regulación Estatal,Híbrido,35,2025-08-12,24,6000
PSTGPB008,Consultor de Gobierno Digital,"Implementación de gestión documental y firmas digitales.",Transformación Digital,Remoto,30,2025-08-18,20,5800
PSTGPB009,Jefe de Programa Social Estatal,"Coordinación y supervisión de programas sociales y donaciones.",Programas Sociales,Presencial,40,2025-08-22,24,6500
PSTGPB010,Analista de Políticas Públicas,"Investigación, redacción y evaluación de iniciativas de política pública.",Política Pública,Híbrido,35,2025-08-08,20,5900
PSTAT001,Jefe de Operaciones Turísticas,"Supervisión de resort, coordinación de servicios y atención al cliente.",Operaciones Hotel‑Turismo,Presencial,40,2025-08-01,24,2000
PSTAT002,Supervisor de Alimentos y Bebidas,"Gestión del servicio restaurante, control de stock y calidad.",Alimentos y Bebidas,Presencial,40,2025-08-10,24,2800
PSTAT003,Encargado de Front Desk,"Coordinación de reservas, atención de huéspedes y facturación.",Recepción Hotelera,Presencial,40,2025-08-05,24,1500
PSTAT004,Asistente de Finanzas Hotelera,"Apoyo en conciliaciones, costos y control financiero.",Finanzas Hotel,Remoto,30,2025-08-15,24,2200
PSTAT005,Coordinador de Eventos,"Planificación logística y ejecución de eventos y banquetes.",Eventos,Presencial,40,2025-08-20,24,2100
PSTAT006,Customer Service Agent Hotelera,"Gestión de consultas online y atención personalizada de huéspedes.",Servicio al Cliente,Presencial,40,2025-08-25,24,1500
PSTAT007,Recepcionista de Hotel Gestión,"Atención a huéspedes, check‑in/out y coordinación interna.",Recepción,Presencial,40,2025-09-01,24,1500
PSTAT008,Gerente de Zona,"Supervisión de varias unidades hoteleras y control operativo.",Gestión Hotelera,Presencial,40,2025-08-12,24,3000
PSTAT009,Administrador de Restaurante Hotelero,"Control de inventario, personal y atención al cliente.",Restaurante Hotel,Presencial,40,2025-08-18,24,2500
PSTAT010,Asistente de Reservas Cadena Hotelera,"Gestión de reservas B2B y atención a agencias, frecuencia remota.",Reservas,Remoto,30,2025-08-22,24,1600
PSTDE001,Analista Comercial Senior,"Estudios de mercado, ventas corporativas y estrategias de negocio.",Comercial,Presencial,40,2025-08-01,24,3200
PSTDE002,Coordinador de Operaciones,"Gestión de almacén, logística y procesos internos.",Operaciones,Presencial,40,2025-08-10,24,3400
PSTDE003,Jefe de Desarrollo de Negocios,"Identificación de oportunidades B2B e internacionales.",Ventas Estratégicas,Híbrido,35,2025-08-05,24,3600
PSTDE004,Gerente de Proyectos Empresariales,"Implementación de proyectos internos y mejora de procesos.",Project Management,Remoto,35,2025-08-15,24,3800
PSTDE005,Consultor Corporativo Junior,"Análisis de procesos y asesoría empresarial a PYMES.",Consultoría,Remoto,30,2025-08-20,24,3000
PSTDE006,Administrador de Almacén Industrial,"control de stock, personal y flujos de salida.",Logística,Presencial,40,2025-08-25,24,3100
PSTDE007,Ejecutivo Comercial Internacional,"Gestión de clientes extranjeros, exportación e importación.",Comercio Internacional,Híbrido,35,2025-09-01,24,3300
PSTDE008,Especialista en Marketing Digital,"Gestión de campañas, analítica y estrategia online.",Marketing,Híbrido,35,2025-08-12,24,3200
PSTDE009,Analista de Riesgos Empresariales,"Evaluación de riesgos operativos y elaboración de planes de contingencia.",Gestión de Riesgos,Remoto,30,2025-08-18,24,3500
PSTDE010,Director de Unidad de Negocios,"Responsabilidad total de P&L, equipo y crecimiento de unidad.",Dirección Ejecutiva,Presencial,40,2025-08-22,24,4000
PSTEMP001,Gestor de incubadora de startups,"Selección y mentoría de emprendimientos en etapa temprana.",Aceleración de Startups,Presencial,40,2025-08-01,24,4500
